Sentence #,Word,POS,Tag
,برزرگاں,NOUN,OTH
,ءُ,CCONJ,OTH
,شہیداں,NOUN,OTH
,اے,DET,OTH
,جزم,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,پاکستان,PROPN,GPE
,جوڑ,NOUN,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 50,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ہمے,DET,OTH
,جزم,NOUN,OTH
,ءِ,ADP,OTH
,گوں,ADP,OTH
,معاشی,ADJ,OTH
,وڑءَ,ADP,OTH
,ایشیءَ,PRON,OTH
,محکم,ADJ,OTH
,ءُ,CCONJ,OTH
,وت,PRON,OTH
,بیسہ,X,OTH
,،,PUNCT,OTH
,گہبودی,ADJ,OTH
,مملکت,NOUN,OTH
,ءُ,CCONJ,OTH
,دیمپانی,NOUN,OTH
,لحاظ,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,ناقابل تسخیر,ADJ,OTH
,جوڑ کناں,VERB,OTH
,تاکہ,ADP,OTH
,پاکستان,PROPN,OTH
,ءِ,ADP,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,راستیں,ADJ,OTH
,مقصد,NOUN,OTH
,زورگ,VERB,OTH
,بہ,ADV,OTH
,بنت,VERB,OTH
,ءُ,CCONJ,OTH
,الس,NOUN,OTH
,ءِ,ADP,OTH
,زندءَ,NOUN,OTH
,آ,PRON,OTH
,ارزانی,ADV,OTH
,بیت,AUX,OTH
,آہانی,PRON,OTH
,واب,NOUN,OTH
,برصغیر,PROPN,GPE
,ءِ,ADP,OTH
,مسلماناں,NOUN,OTH
,دیستگ,VERB,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 51,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بنجاہی,ADJ,OTH
,حالرسانیء,NOUN,OTH
,وزیر,NOUN,OTH
,ءُ,CCONJ,OTH
,شنگکاری,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,شپ,NOUN,OTH
,ءَ,ADP,OTH
,قومی,ADJ,OTH
,رسانکدر,NOUN,OTH
,ءِ,ADP,OTH
,ادارگ,NOUN,OTH
,(,PUNCT,OTH
,اے پی پی,PROPN,ORG
,),PUNCT,OTH
,ءِ,ADP,OTH
,شاہدگ,NOUN,OTH
,دتور,NOUN,OTH
,ءَ,ADP,OTH
,برجائیں,ADJ,OTH
,زہرشانی,NOUN,OTH
,ندارگ,NOUN,OTH
,ءَ,ADP,OTH
,سر,ADV,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 52,ملازمانی,NOUN,OTH
,لوٹاں,NOUN,OTH
,حل,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,سدکی,ADV,OTH
,داتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 53,ایشیءِ,PRON,OTH
,پد,ADV,OTH
,ندارگیاں,VERB,OTH
,.,PUNCT,OTH
Sentence: 54,وتی,PRON,OTH
,زہرشانی,NOUN,OTH
,ھلاس,ADV,OTH
,کرتگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 55,بنجاہی,ADJ,OTH
,حالرسانیءُ,NOUN,OTH
,شنگکاری,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,سہ,NUM,CARDINAL
,شمبے,PROPN,DATE
,شپ,NOUN,OTH
,شاہدگ,ADJ,OTH
,دستورءَ,NOUN,OTH
,ایسوسی ایٹڈ پریس آف پاکستان,PROPN,ORG
,(,PUNCT,OTH
,اے پی پی,PROPN,ORG
,),PUNCT,OTH
,ءِ,ADP,OTH
,زہرشانی,NOUN,OTH
,کنوکیں,ADJ,OTH
,ملازمانی,NOUN,OTH
,گوں,ADP,OTH
,گندءُ نند,NOUN,OTH
,ءَ,ADP,OTH
,سر,ADV,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 56,ایم ڈی اے پی پی,PROPN,ORG
,انفارمیشن آفیسر,NOUN,OTH
,(,PUNCT,OTH
,پی آئی او,PROPN,ORG
,),PUNCT,OTH
,مبشر حسن,PROPN,PER
,ہم,CCONJ,OTH
,آئیءِ,PRON,OTH
,ہمراہ,NOUN,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 57,بنجاہی,ADJ,OTH
,حالرسانی,NOUN,OTH
,وزیر,NOUN,OTH
,یک,NUM,CARDINAL
,جہانی,NOUN,OTH
,درشان,VERB,OTH
,ءِ,ADP,OTH
,وڑءَ,ADP,OTH
,ندارگیانی,NOUN,OTH
,گوں,ADP,OTH
,دگءِ,NOUN,OTH
,سر انشتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 58,آئیَٗ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,حالکارانی,NOUN,OTH
,گوں,ADP,OTH
,آہانی,PRON,OTH
,سیادی,NOUN,OTH
,سیاسی,ADJ,OTH
,یا,CCONJ,OTH
,حکومتی,ADJ,OTH
,جاہگیر,NOUN,OTH
,ءِ,ADP,OTH
,وڑءَ,ADJ,OTH
,نہ,ADV,OTH
,بیت,AUX,OTH
,اے پی پی,PROPN,ORG
,ءِ,ADP,OTH
,ملازمانی,NOUN,OTH
,مسئلہ,NOUN,OTH
,ءَ,ADP,OTH
,سرجمیں,ADJ,OTH
,وڑءَ,ADJ,OTH
,چہ,ADP,OTH
,سرپد,ADJ,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 59,بلے,CCONJ,OTH
,اے,DET,OTH
,مسئلہ,NOUN,OTH
,اے پی پی,PROPN,ORG
,ءِ,ADP,OTH
,نہ,ADV,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 60,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,سرجمیں,ADJ,OTH
,روچ,NOUN,OTH
,حالرسانیءِ,NOUN,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,مزنیں,ADJ,OTH
,واکدارانی,NOUN,OTH
,ءُ,CCONJ,OTH
,ھزانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,گوں,ADP,OTH
,نزیکیءَ,ADV,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 61,بنجاہی,ADJ,OTH
,حالرسانی,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,مریم ارنگزیب,PROPN,PER
,ءَ,ADP,OTH
,سدکی,NOUN,OTH
,دیائینتگ,VERB,OTH
,کہ,CCONJ,OTH
,اے پی پی,PROPN,ORG
,ءَ,ADP,OTH
,دیمروئیءِ,NOUN,OTH
,ھاترا,ADP,OTH
,ڈی پی سی,PROPN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,پنتءُ شون,NOUN,OTH
,برجا,ADV,OTH
,کنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 62,اے پی پی,PROPN,ORG
,ملازماں,NOUN,OTH
,حالرسانیءِ,NOUN,OTH
,وزیر,NOUN,OTH
,مریم اورنگزیب,PROPN,PER
,ءِ,ADP,OTH
,آھگ,VERB,OTH
,،,PUNCT,OTH
,یک جاہی,ADJ,OTH
,ءِ,ADP,OTH
,درشان,VERB,OTH
,ءُ,CCONJ,OTH
,مسئلہ,NOUN,OTH
,ءِ,ADP,OTH
,حل,NOUN,OTH
,ءِ,ADP,OTH
,سدکی,NOUN,OTH
,دیائینگ,VERB,OTH
,ءِ,ADP,OTH
,شکر,NOUN,OTH
,ءُ,CCONJ,OTH
,محنت,NOUN,OTH
,گپتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 63,اسلام آباد,PROPN,GPE
,سینیٹ,NOUN,OTH
,ءِ,ADP,OTH
,قائمہ کمیٹی برائے کامرس,PROPN,ORG
,ءَ,ADP,OTH
,گشگ,NOUN,ORG
,بوتگ,VERB,OTH
,کہ,CCONJ,OTH
,اسٹیٹ بینک,NOUN,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,درآمد,ADJ,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,زرامبار,NOUN,OTH
,ءِ,ADP,OTH
,اجازت,NOUN,OTH
,ہم,CCONJ,OTH
,نہ,ADV,OTH
,دیان,VERB,OTH
,.,PUNCT,OTH
Sentence: 64,ملک,NOUN,OTH
,ءَ,ADP,OTH
,قانودی,ADJ,OTH
,وڑءَ,NOUN,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,درآّمد,ADJ,OTH
,ءِ,ADP,OTH
,اجازت,NOUN,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 65,سینیٹ,NOUN,OTH
,ءِ,ADP,OTH
,قائمہ کمیٹی برائے کامرس,PROPN,ORG
,ءِ,ADP,OTH
,دیوان,NOUN,OTH
,ءَ,ADP,OTH
,سینیٹر ذیشان خانزدہ,PROPN,PER
,ءِ,ADP,OTH
,سروکیءَ,ADP,OTH
,پارلیمنٹ ہائوس,NOUN,OTH
,ءَ,ADP,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 66,ایشیءَ,PRON,OTH
,ملک,NOUN,OTH
,ءِ,ADP,OTH
,سہر,NOUN,OTH
,درآمد,ADJ,OTH
,ءِ,ADP,OTH
,معاملہ,NOUN,OTH
,ءَ,ADP,OTH
,بریفنگ,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,دیوان,NOUN,OTH
,ءِ,ADP,OTH
,بندات,ADV,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 67,سینیٹر انوار الحق کاکڑ,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,پاکستانی,ADJ,OTH
,مارکیٹ,NOUN,OTH
,ءَ,ADP,OTH
,کساس,NOUN,OTH
,80ٹن,NOUN,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,کھپت,NOUN,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,اے,DET,OTH
,درائیں,ADJ,OTH
,سہر,NOUN,OTH
,در,ADJ,OTH
,قانودی,ADJ,OTH
,ذریعہءَ,ADP,OTH
,شپکی,NOUN,OTH
,بوہان,VERB,OTH
,ءَ,ADP,OTH
,پاکستان,PROPN,GPE
,ءَ,ADP,OTH
,کیت,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 68,اسٹیٹ بینک,NOUN,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,درآمد,ADJ,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,زر امبار,NOUN,OTH
,ءِ,ADP,OTH
,اجازت,NOUN,OTH
,ہم,CCONJ,OTH
,نہ,ADV,OTH
,دنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 69,آئیءَ,PRON,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,قانودی,ADJ,OTH
,وڑءَ,NOUN,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,درآمدی,NOUN,OTH
,ءِ,ADP,OTH
,اجازت,NOUN,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 70,اگاں,CCONJ,OTH
,حکومت,NOUN,OTH
,آئیءِ,PRON,OTH
,اجازت,NOUN,OTH
,نہ,ADV,OTH
,دنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 71,ہما,PRON,OTH
,وھدءَ,NOUN,OTH
,سہر,NOUN,OTH
,گڑا,CCONJ,OTH
,در قانودی,ADJ,OTH
,وڑءَ,NOUN,OTH
,چہ,ADP,OTH
,شپکی,NOUN,OTH
,بوہان,VERB,OTH
,ءَ,ADP,OTH
,آھگءَ,VERB,OTH
,انت,AUX,OTH
,پرچیکہ,CCONJ,OTH
,نہ,ADV,OTH
,ایشیءَ,PRON,OTH
,قانودی,ADJ,OTH
,راہبند,NOUN,OTH
,ءَ,ADP,OTH
,درآمد,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,جازت,NOUN,OTH
,دئیگ,VERB,OTH
,بیت,AUX,OTH
,ایشیءَ,PRON,OTH
,ملک,NOUN,OTH
,ءَ,ADP,OTH
,ٹیکس,NOUN,OTH
,ءِ,ADP,OTH
,مد,NOUN,OTH
,ءَ,ADP,OTH
,پائیدگ,NOUN,OTH
,ہم,CCONJ,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 72,بنجاہی,ADJ,OTH
,وزیر برائے کامرس,NOUN,OTH
,سید نوید قمر,PROPN,PER
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,سہر,NOUN,OTH
,ءِ,ADP,OTH
,بابتءَ,ADP,OTH
,چہ,ADP,OTH
,بازیں,ADJ,OTH
,کاربوتگ,X,OTH
,.,PUNCT,OTH
Sentence: 73,اے,DET,OTH
,ہم,CCONJ,OTH
,لگژری,ADJ,OTH
,آئٹم,NOUN,OTH
,ءَ,ADP,OTH
,کیت,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 74,اے,DET,OTH
,حاترا,ADP,OTH
,راہبند,NOUN,OTH
,ءِ,ADP,OTH
,وڑءَ,ADP,OTH
,ایشیءِ,PRON,OTH
,سرا,ADV,OTH
,بندش,NOUN,OTH
,جنگ,VERB,OTH
,بیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 75,بلے,CCONJ,OTH
,آدرآمد,NOUN,OTH
,ءَ,ADP,OTH
,جتگیں,ADJ,OTH
,بندش,NOUN,OTH
,ءِ,ADP,OTH
,یک,NUM,OTH
,ایمرجنسی,NOUN,OTH
,گامگیج,NOUN,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 76,ایشی,PRON,OTH
,ءَ,ADP,OTH
,زوت,ADV,OTH
,ھلاس,NOUN,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 77,کابل,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,افغانستان,PROPN,GPE
,ءِ,ADP,OTH
,بنجاہ,NOUN,OTH
,ءَ,ADP,OTH
,استیں,ADP,OTH
,حامد کرزئی انٹر نیشنل ایئر پورٹ,PROPN,LOC
,ءِ,ADP,OTH
,نزیک,ADJ,OTH
,ءَ,ADP,OTH
,راکٹ,NOUN,OTH
,ارش,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 78,ایشی,PRON,OTH
,ءَ,ADP,OTH
,یک,NUM,CARDINAL
,زھگاں,NOUN,OTH
,ھوار,ADP,OTH
,دو,NUM,CARDINAL
,بیران,ADJ,OTH
,وھدیکہ,CCONJ,OTH
,سہ,NUM,CARDINAL
,ٹپی,NOUN,OTH
,بوتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 79,افغان,ADJ,OTH
,رسانکدر رپورٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,کابل,PROPN,GPE
,ءِ,ADP,OTH
,علاقہ,NOUN,OTH
,خواجہ بگھرا,PROPN,GPE
,ءَ,ADP,OTH
,یک,NUM,CARDINAL
,لوگءَ,ADP,OTH
,راکٹ,NOUN,OTH
,آچ,NOUN,OTH
,دئیگ,VERB,OTH
,بوتگ,VERB,OTH
,،,PUNCT,OTH
,اے,DET,OTH
,تراک,NOUN,OTH
,ءِ,ADP,OTH
,توار,NOUN,OTH
,دور دور,ADJ,OTH
,تا,ADP,OTH
,اش,NOUN,OTH
,کنگ,VERB,OTH
,بوتگءُ,VERB,OTH
,آسمان,NOUN,OTH
,ءَ,ADP,OTH
,دوتانی,NOUN,OTH
,سیاہیں,ADJ,OTH
,جمبر,NOUN,OTH
,گندگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 80,عرب,NOUN,OTH
,رسانکدر رپورٹ,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADJ,OTH
,راکٹ,NOUN,OTH
,ارش,NOUN,OTH
,ءَ,ADP,OTH
,یک,NUM,CARDINAL
,زھگ,NOUN,OTH
,بیران,ADJ,OTH
,وھدیکہ,CCONJ,OTH
,سہ,NUM,CARDINAL
,مردم,NOUN,OTH
,ٹپی,ADJ,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 81,افغان,ADJ,OTH
,رسانکدر,NOUN,OTH
,ءَ,ADP,OTH
,حبر دار,NOUN,OTH
,بریک,NOUN,OTH
,کرتگ,VERB,OTH
,کہ,CCONJ,OTH
,کابل,PROPN,GPE
,ایئر پورٹ,NOUN,OTH
,ءِ,ADP,OTH
,نزیک,ADJ,OTH
,ءَ,ADP,OTH
,تراک,NOUN,OTH
,ءِ,ADP,OTH
,زور دار,ADJ,OTH
,توار,NOUN,OTH
,اش,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,ایشی,PRON,OTH
,ءِ,ADP,OTH
,تعین,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,ھاترا,ADP,OTH
,ریسکیو ٹیماں,NOUN,OTH
,ویل,NOUN,OTH
,ءِ,ADP,OTH
,جاہ,NOUN,OTH
,ءِ,ADP,OTH
,نیمگءَ,ADP,OTH
,چہ,ADP,OTH
,رہادگ,ADJ,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 82,کوئٹہ,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بارکھان,PROPN,GPE
,ءُ,CCONJ,OTH
,کرءُ گور,NOUN,OTH
,ءَ,ADP,OTH
,زمین جمب,NOUN,OTH
,ءِ,ADP,OTH
,جھٹکہ,NOUN,OTH
,مارگ,VERB,OTH
,بوتگ,AUX,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 83,سرجمیں,ADJ,OTH
,حالانی,NOUN,OTH
,ردءَ,ADP,OTH
,پولیس,NOUN,OTH
,ءِ,ADP,OTH
,شہر,NOUN,OTH
,بارکھان,PROPN,GPE
,ءُ,CCONJ,OTH
,کرءُ گور,NOUN,OTH
,ءَ,ADP,OTH
,زمین جمب,NOUN,OTH
,ءِ,ADP,OTH
,جھٹکہ,NOUN,OTH
,مارگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 84,ریکٹر اسکیل,NOUN,OTH
,ءَ,ADP,OTH
,زمین جمب,NOUN,OTH
,ءِ,ADP,OTH
,زورءَ,NOUN,OTH
,4 . 5ریکارڈ,X,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 85,زمین جمب,NOUN,OTH
,ءِ,ADP,OTH
,ترس,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,مہلوک,NOUN,OTH
,لوگاں,NOUN,OTH
,،,PUNCT,OTH
,دکاناں,NOUN,OTH
,ءُ,CCONJ,OTH
,کارگساں,NOUN,OTH
,چہ,ADP,OTH
,کلہ طیبہ,NOUN,OTH
,ءِ,ADP,OTH
,ورد,ADV,OTH
,کنان,NOUN,OTH
,ءَ,ADP,OTH
,ڈن,ADV,OTH
,ءَ,ADP,OTH
,دراتکگ,VERB,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 86,زمین جمب,NOUN,OTH
,پیما,NOUN,OTH
,بنجاہ,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,زمین جمب,NOUN,OTH
,بنجاہ,NOUN,OTH
,بارکھان,PROPN,GPE
,ءِ,ADP,OTH
,زرباری,ADJ,OTH
,روبرکت,NOUN,OTH
,ءَ,ADP,OTH
,49کلو,X,OTH
,میٹر,NOUN,OTH
,دور,ADJ,OTH
,ات,AUX,OTH
,.,PUNCT,OTH
Sentence: 87,اسلام آباد,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,ھزانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,ءَ,ADP,OTH
,ماہانہ,ADJ,OTH
,اقتصادی رپورٹ,NOUN,OTH
,برجا,ADV,OTH
,کرتگ,VERB,OTH
,.,PUNCT,OTH
Sentence: 88,ایشیءِ,PRON,OTH
,ردءَ,ADP,OTH
,اگست,PROPN,DATE
,ءَ,ADP,OTH
,مہنگائی,NOUN,OTH
,ءِ,ADP,OTH
,شرح,NOUN,OTH
,ءَ,ADP,OTH
,گیشی,NOUN,OTH
,ءِ,ADP,OTH
,امیت,NOUN,OTH
,پدر,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 89,اگست,PROPN,DATE
,ءَ,ADP,OTH
,مہنگائی,NOUN,OTH
,ءِ,ADP,OTH
,شرح,NOUN,OTH
,ءَ,ADP,OTH
,گیشی,NOUN,OTH
,ءِ,ADP,OTH
,امیت,NOUN,OTH
,پدر,NOUN,OTH
,کنگ,VERB,OTH
,بوتگ,AUX,OTH
,،,PUNCT,OTH
,اگست,PROPN,DATE
,ءَ,ADP,OTH
,سالانہ,ADJ,OTH
,بنیاداں,NOUN,OTH
,مہنگائی,NOUN,OTH
,نو,NUM,CARDINAL
,درصد,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,گیشی,NOUN,OTH
,بوت,AUX,OTH
,کنت,VERB,OTH
,.,PUNCT,OTH
Sentence: 90,ھزانگ,NOUN,OTH
,ءِ,ADP,OTH
,وزیر,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,عالمی,ADJ,OTH
,مارکیٹ,NOUN,OTH
,ءَ,ADP,OTH
,چینی,NOUN,OTH
,،,PUNCT,OTH
,سویابین,NOUN,OTH
,،,PUNCT,OTH
,پام آئل,NOUN,OTH
,،,PUNCT,OTH
,گندیم,NOUN,OTH
,،,PUNCT,OTH
,کروڑ آئل,NOUN,OTH
,ءِ,ADP,OTH
,قیمت,NOUN,OTH
,گیش,ADJ,OTH
,بوھگءَ,ADP,OTH
,انت,AUX,OTH
,.,PUNCT,OTH
Sentence: 91,اقتصادی,ADJ,OTH
,رپورٹ,NOUN,OTH
,ءَ,ADP,OTH
,گشگ,VERB,OTH
,بوتگ,AUX,OTH
,کہ,CCONJ,OTH
,اگست,PROPN,DATE
,ءَ,ADP,OTH
,درآمد,NOUN,OTH
,شش,NUM,CARDINAL
,ارب,NUM,CARDINAL
,ڈالر,NOUN,OTH
,تاں,ADP,OTH
,بوھگ,VERB,OTH
,ءِ,ADP,OTH
,امیت,NOUN,OTH
,انت,AUX,OTH
,،,PUNCT,OTH
,اگست,PROPN,DATE
,ءَ,ADP,OTH
,باپاری,ADJ,OTH
,خسارہ,NOUN,OTH
,سہ,NUM,CARDINAL
,ارب,NUM,CARDINAL
,ڈالر,NOUN,OTH
,بوتگ,AUX,OTH
,.,PUNCT,OTH
Sentence: 92,کوئٹہ,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,بنجاہی,ADJ,OTH
,انجمن تاجران,NOUN,OTH
,بلوچستان,PROPN,GPE
,ءِ,ADP,OTH
,صدر,NOUN,OTH
,عبدالرحیم کاکڑ,PROPN,PER
,ءُ,CCONJ,OTH
,دیگراں,PRON,OTH
,ھواریں,ADP,OTH
,بیان,NOUN,OTH
,ءَ,ADP,OTH
,گشتگ,VERB,OTH
,کہ,CCONJ,OTH
,بلوچستان,PROPN,GPE
,ءَ,ADP,OTH
,امن,NOUN,OTH
,ءُ,CCONJ,OTH
,ایمنی,NOUN,OTH
,ءِ,ADP,OTH
,گیشتر,ADJ,OTH
,مسئلہ,NOUN,OTH
,انت,AUX,OTH
,بازیں,ADJ,OTH
,حاندانانی,NOUN,OTH
,لوگ,NOUN,OTH
,پروشتگ,ADJ,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,مرچی,NOUN,OTH
,تاں,ADP,OTH
,آئیءِ,PRON,OTH
,لوگاں,NOUN,OTH
,آہانی,PRON,OTH
,غم,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,درآھگ,VERB,OTH
,ءَ,ADP,OTH
,انت,AUX,OTH
,ءُ,CCONJ,OTH
,پیسرءَ,ADV,OTH
,چہ,ADP,OTH
,بازیں,ADJ,OTH
,مسئلہ,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,دوچار,VERB,OTH
,انت,AUX,OTH
,ہر,DET,OTH
,مسئلہ,NOUN,OTH
,ءَ,ADP,OTH
,افہام وتہفیم,NOUN,OTH
,ءَ,ADP,OTH
,چہ,ADP,OTH
,حل,NOUN,OTH
,کنگ,VERB,OTH
,لوٹیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 93,قبائلی,ADJ,OTH
,جیڑہ,NOUN,OTH
,ءِ,ADP,OTH
,سرا,ADV,OTH
,من,PRON,OTH
,کسءِ,PRON,OTH
,کارءُ بار,NOUN,OTH
,سیل,NOUN,OTH
,یا,CCONJ,OTH
,بند,NOUN,OTH
,کنگ,VERB,OTH
,ءِ,ADP,OTH
,مسئلہ,NOUN,OTH
,حل,NOUN,OTH
,نہ,ADV,OTH
,بیت,AUX,OTH
,ءُ,CCONJ,OTH
,چھاپہ,NOUN,OTH
,آنی,ADP,OTH
,رد,ADP,OTH
,بند,NOUN,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,بلوچستان,PROPN,GPE
,یک,NUM,CARDINAL
,قبائلی,ADJ,OTH
,صوبہ,NOUN,OTH
,انت,AUX,OTH
,ہدا,ADP,OTH
,ءِ,ADP,OTH
,رواج,NOUN,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,مسئلہ,NOUN,OTH
,ءَ,ADP,OTH
,حل,NOUN,OTH
,بوھگ,VERB,OTH
,لوٹیت,AUX,OTH
,پولیس,NOUN,OTH
,ءِ,ADP,OTH
,چھاپہ,NOUN,OTH
,آں,AUX,OTH
,چہ,ADP,OTH
,مسئلہ,NOUN,OTH
,حل,NOUN,OTH
,نہ,ADV,OTH
,بیت,AUX,OTH
,ءُ,CCONJ,OTH
,آ,PRON,OTH
,ہم,CCONJ,OTH
,قانود,NOUN,OTH
,ءِ,ADP,OTH
,تہا,ADP,OTH
,ءِ,ADP,OTH
,ردءَ,ADP,OTH
,بہ,ADV,OTH
,بیت,AUX,OTH
,.,PUNCT,OTH
Sentence: 94,کوہلو,PROPN,GPE
,(,PUNCT,OTH
,این این آئی,PROPN,ORG
,),PUNCT,OTH
,سر وزیر,NOUN,OTH
,پنجاب,PROPN,GPE
,عثمان بزدار,PROPN,PER
,یک,NUM,CARDINAL
,روچءِ,ADV,OTH
,تروتاب,NOUN,OTH
,ءَ,ADP,OTH
,گوستگیں,ADJ,OTH
,روچ,NOUN,OTH
,بارکھان,PROPN,GPE
,ءَ,ADP,OTH
,سر,ADV,OTH
,بوتگ,VERB,OTH
,آئیءِ,PRON,OTH
,وش اتک,NOUN,OTH
,ءَ,ADP,OTH
,ڈپٹی کمشنر,NOUN,OTH
,عبداللہ کھوسہ,PROPN,PER
,ءَ,ADP,OTH
,کرتگ,VERB,OTH
,سر وزیر,NOUN,OTH
